review,sentiment
"Nicolas Mallet is a failure. A teller in a bank, everyone walks all over him. Then his friend, a writer who's books no one likes, has a plan to change his life. Our hero tells his boss he is quitting. He intends to spend the rest of his life making a great deal of money and sleeping with a great many women. And he manages to do just that.<br /><br />If it were not for the amount of death (murder/suicide/natural causes) in the film, this would be a farce. There are numerous jabs at marriage, politics, journalism and...life.<br /><br />Jean-Louis Trintignant is a likable amoral rogue. Romy Schneider is at her most appealing. Definitely worth a look.",positive
"There have been many (well, more than a few in any case) attempts over the past 30 years to create film that has an ""otherworldly"" appearance. Supposing that this is a Film Director's wish to distance himself from other movies, or simply to gloss over the low-budget and shabby look, ""Begotten"" is on the top echelon of this pile.<br /><br />Apart from the peerless ""Eraserhead"", anyway.<br /><br />Merhige's painstaking process of artificially degrading his film changes it's structure completely (imagine what this film would have looked like in glorious, standard Technicolour) - It can almost be envisaged as an artifact from another, unknown culture. Some images are so far removed from what we expect to see on the screen, they disturb mainly as they are dislocated. This is not ""Last House On The Left"" disturbance, more like leaving-your-cave-for-the-first-time-and-seeing-the-sun disturbance.<br /><br />Watch this Fever-Dream if you get the chance, and relish. Remember, they make other, more standard films every day. They can wait.",positive
"This Italian film from the '70's is NOT even in the class with Dog Soldiers, The Howling, or even that awful American Werewolf in Paris, BUT...it is fun to watch. I'm talking about watching the lead actress, a stunning blonde, run amok in her birthday suit. We're talking about graphic, complete nudity...it's obvious that she is a real blonde...humma humma humma!! The story is a hoot, the SFX are childish, and the acting (for the most part) stinks. The only redeeming value of this movie is all (and there is a LOT) the nudity & sex scenes. Tame by HBO standards, but still fun to see when you find yourself without a date on Saturday night. OK...HERE'S THE SPOILER...There is NO werewolf (except in the opening scene of the heroine(??)'s ancestor. The girl just imagines that she's a werewolf...in other words, a clinical Lycanthrope.",negative
"After seeing Meredith in ""Beyond the Prairie"" I had to buy another film with her staring. I cannot believe how she let herself into this teenage flick. It's best to watch this one with the sound off but just concentrate on Meredith as she moves across the screen. Save your money until the TV network comes out with a DVD on ""Beyond the Prairie"". It's worth it at any price, this one needs to pay you to see. <br /><br />This pretty lady needs someone to put her into a script that can use both her talent as an actress and her beauty as a woman. Perhaps some of her latest might fit but I haven't seen them. She has the smile of a Cathrine Bell and eyes of Dana Delany with a much younger body.<br /><br />",positive
"...""Inglorious"" as our local theater decided to display its title on their marquee, minus the second word. It is terrific cinema.<br /><br />I don't hesitate to recommend this film to all but the over-squeamish. Let them never know what they're missing.<br /><br />I did hesitate to give it ten stars because of my experience of Tarantino's previous films. In every case, save ""Reservoir Dogs,"" they have improved with additional watching.<br /><br />So although I gave it ten stars, I did so reluctantly. It leaves me no ""up"" to go to.<br /><br />Yes Christoph Waltz is the Nazi we've all imagined the worst to be. He is cultured, sophisticated, suave and most sadistic, the kind of man who can make a glass of milk a threat and who puts out his cigarette abruptly in a strudel, grinding it into the whipped cream as if he were grinding his heel into a victim.<br /><br />To understand Tarantino's films, you need only have a sense of dialogue, color and pacing. The colors are as bright as necessary and when necessary, brighter yet. In the French farmhouse of the opening scene, they are muted and dark, but excessively so. Outside a brilliant sun is shining, but in the one room of the house, everything is bathed in shadows and black.<br /><br />It is a brilliant setting for an interrogation by Waltz, as the ""Jew Hunter"" of the SS, who dangles his host French farmer over the precipice of revealing what he cannot reveal numerous times, then pulls him back with obsequious lines of friendship and understanding.<br /><br />A second sadistic German, well-played by August Diehl, later functions as important actor in the final plot twist. Diehl's Nazi Major, who has an ear for German accents, is almost as good as Waltz....almost.<br /><br />Film classes will study much from this movie. They should look lovingly at the superb pacing. Tarantino knows just how long to draw out a scene, building suspense in the manner of Hitchcock, then at just the breaking point, suddenly coming to a resolution.<br /><br />For color, look for a final shot at a French Theater, where its secretly Jewish proprietor is staging a surprise for the upper reaches of Nazi leadership.<br /><br />We see her, played by Melanie Laurent, awaiting the hated German dignataries who will arrive for a film preview of the latest Deutsch film masterpiece, a propaganda piece about a German hero and his dubious accomplishments.<br /><br />Laurent is framed on a balcony, reflected in the glass mirrors of the gorgeous theater, her red lips and low cut dress reflecting everywhere the intensity of her designs on her guests. It is a single shot that would be worth an entire film.<br /><br />There are thankfully many more such images, many more paced scenes of exquisite dialog and suspense.<br /><br />In short, see it. I'm sure you'll see it again and again.",positive
"I saw this movie today and I have to say, it was much much better than I expected it to be about couple of hours before going to see it. Personally I had some prejudice due to the language of it, but it did totally change my idea. The movie was in most cases surprisingly good with the great actor and actress performances. It was a story about a boy who had a dream and who did everything to reach it. This really touched me and as a film, which is based on a true story, it convinced me. A new school, psycho headmaster and a young boy who get known with a new teacher, a bit different one than the others and about fighting for the things even if they doesn't seem to work out. It showed how little things can make huge changes in many things, and how difference can sometimes cause difficult situations. Also I think the actor selections has succeeded perfectly. It really felt like you had been some person watching the episodes as an outsider when they happened. Before I spoil this movie with praises, I have to admit that there were some things and situations that didn't look and feel realistic..like the one where the headmaster of the school beat Frits aka. Martin in front of the class, at the end of the movie. He really got beaten badly, but the only thing that it caused to him, was some blood coming from the nose when comparing that to the first beating in the beginning, when Frits got some stitches..well I guess every movie has it own faults..have to say, that if I someday somewhere find this DVD from the store, it's sure thing, that I take it with me.",positive
"one of my favorite lines in Shakespeare.<br /><br />i.e. *we're not finished with you by a long shot* so not only does Shylock not get his pound of flesh, or the 3,000 or the 6,000 or the 36,000 (each of the 6 parts were a ducat) ducats, in a matter of minutes he is ruined by having to forfeit all his possessions. and his daughter has long abandoned him already.<br /><br />vengeance is a dish best served cold. but Shylock's attempt at revenge totally backfires. <br /><br />I suspect this play was and is popular because it caters to the wish we have for justice. but the hard reality is the world is engulfed in injustice and most of it stands. a few big names get tossed in jail, sme gang punks lose their turf to the 'good guys' but in reality most of the time it's the other way around.<br /><br />but not in this play. the long howls of racism and antisemitism forgets that it could well have been any other social outcast group that gets the comeuppance, it's just that the money lenders of the time were Jews and therefore the needs of the story line puts Shylock the Jew into the role of villain.<br /><br />Merchant of Venice is my 3rd favorite work by Shakespeare, 1 and 2 being Hamlet and Macbeth. this production gives excellent treatment of the moral of the story. the scenes with the suitors alone is worth watching. also the awkwardness of the new husbands squirming and minimizing the fact they let the rings so easily slip away that they had sworn to keep forever. in real life, this trick is the thing that spouses coyly use to remind their better half that promises MUST mean something and not be made frivolously. there is far deeper significance to this play than just the comedy/dramatic aspect. it is about loyalty, commitment, and love.<br /><br />well worth watching over and over.",positive
"Pauline Kael gave this movie a good review but it is terrible. It is very outdated , the humour is silly and the music is forgetable.In fact it is so silly it is almost embarrassing. It might have been some fun in 1938 but I can not imagine anyone enjoying it in 2003.",negative
"The one thing I really can't seem to forget about this movie, is its beginning: classic comedy, brilliantly crafted. I love it. See it for yourself (no spoilers here! :-). The sparring between DeVito and Crystal also glows in this movie, with DeVito as the perfect oppressed son. One of my favourites. Highly recommended for fans of Crystal.",positive
"I watched this movie on LOGO television today. I was absolutely enthralled by the powerful messages and plot line within this film. I don't want to spoil it. I will say this, I related to the inner struggle of Aaron and his upbringing. As a gay man growing up in a small town, I related SO well to the ""big secret"" and the choices I made. This movie has made a HUGE impact on me and I plan on buying a copy of it in the very near future for my personal library. I no more than finished the movie and began calling my friends to recommend it. It had that profound of an effect on me. To those who read this comment. WATCH it. Try to have as little distraction as possible. Also,keep an open mind. This is not a film that can be viewed like a Disney film or the movie of the week. Instead, take the time to watch and actively LISTEN to the dialog as well as read between the lines and get involved in the plot. You may find yourself in tears. Not since ""Steel Magnolias"" have I been moved to tears by a film. This one did just that. Thank you to the cast and writer and crew for producing an emotionally charged romantic film about homosexuality and religion. It has been LONG overdue.",positive
"A best-selling book about honour killings in Jordan is withdrawn by its publishers after allegations surface that the story has been fabricated; associated with other allegations of its author's past as a con-woman. A few years later, she resurfaces, conceding that she took a certain amount of dramatic licence but willing to cooperate with a film-maker to prove the substance of her allegations. What follows is a fascinating insight into a pathological personality, someone who's behaviour on one had makes no sense unless what she is saying is true, yet who is seemingly incapable of saying anything that is not astonishingly dramatic but unproven at best and most often, verifiably false. It's almost impossible to imagine what Ms. Khouri hoped to gain by appearing in this film: vindication? celebrity? - all she does achieve is to project a certain image of herself as a deeply damaged individual, and even that cannot be taken at face value. Director Anna Broinowski appears increasingly on camera as her film progresses, and increasingly exasperated to boot; but she is finally rewarded with a remarkable, although scary and disturbing, tale to tell - and one of those films that reminds us what a thoroughly weird world it is we live in.",positive
"Come on. The new twist is nearly ok, but from avenging the Elm Street children Freddy is just killing people now. More of the same: Special effects with no actual character development or anything. Simply bad and insulting. SCARY..? Nope. Not at all. Just bad.",negative
"in this movie, joe pesci slams dunks a basketball. joe pesci...<br /><br />and being consistent, the rest of the script is equally not believable.<br /><br />pesci is a funny guy, which saves this film from sinking int the absolute back of the cellar, but the other roles were pretty bad. the father was a greedy businessman who valued money more than people, which wasn't even well-played. instead of the man being an archetypal villain, he seemed more like an amoral android programmed to make money at all costs. then there's the token piece that is assigned to pesci as a girlfriend or something...i don't even remember...she was that forgettable.<br /><br />anyone who rates this movie above a 5 or 6 is a paid member of some sort of film studio trying to up the reputation of this sunken film, or at least one of those millions of media minions who can't critique efficiently (you know, the people who feel bad if they give anything a mark below 6).<br /><br />stay away...far away. and shame on comedy central, where i saw this film. they usually pick better.",negative
"This is first of all a good, exciting story, with well developed characters. But all the other details are well crafted on top of that, leading to a wonderful film. Don't let the Disney label lead you to think this is dumbed-down or only for kids -- it has a lot to offer to all ages, whether you like golf or not. One of the more impressive things is that the film manages to make a golf game look really exciting. And speaking as one of many who can't abide golf on TV, this is no small feat.<br /><br />The first half of the film does a good job of laying out the basic characters with their motivations and backgrounds, enough that you end up liking all the important competitors once the pivotal match begins halfway through. Sure, you root for Ouimet's character all along, but his primary opponents are likable and interesting in their own right. The background layer is important once the golf match becomes a match using minds as well as golf clubs, since you get a good understanding for what each person's strengths and weaknesses are as the play progresses.<br /><br />The computer effects are flashy, but they do help the story more often than not. The directing has all sorts of clever golf shots, and the period costumes and sets are really top notch.<br /><br />There are a few small quibbles -- many of the minor characters seem a little too stereotypically cast from the class warfare mold, but this is forgivable with the major characters so well drawn.<br /><br />Shia LaBoeuf playing Francis Ouimet is, as usual, callow and sympathetic. But the real standout is Steven Dillane, playing Harry Vardon. He rarely moves his face, but his intense, often sad, eyes and minor changes of expression say so much.<br /><br />Ouimet's caddy Eddie Lowery, played by Josh Flitter, steals the scenes he is in. After you see the film, Google to find the actual photograph of Ouimet and Lowery at the tournament, to get an even better appreciation of how incredible this match truly was.",positive
"(r#88) Brilliant, very entertaining show with spectacular effects. Any fan of these prehistoric reptiles has to see this. The CGI blends in extremely well with the environment and it's just plain fun to watch these giants walk about their daily business as casually as on Discovery Channel. This show was a stroke of genius and it blows its followers ""Walking with beasts"" and ""The future is wild"" out of the water.<br /><br />The greatest episode was definitely the last, where we got to watch the final days of the Tyrannosaurus Rex and the meteor strike that became their doom. This stuff is almost too awesome for television. How about a theatrical release? I would pay anything to see these dinos in the cinema.<br /><br />If you're in the mood for a show that manages to be spectacular, engaging and educational at the same time, this is for you. Dinosaurs have never been cooler.",positive
"I thought the movie was actually pretty good. I enjoyed the acting and it moved along well. The director seemed to really grasp the story he was trying to tell. I have to see the big budget one coming out today, obviously they had a lot more money to throw at it but was very watchable. When you see a movie like this for a small budget you have to take that in to account when you are viewing it. There were some things that could of been better but most are budget related. The acting was pretty good the F/X and stunts were well done. A couple of standouts were the guy who played the camera asst. and the boy who played the child. These kind of films have kept LA working and this is one that turned out OK.",positive
"Anyone who could find redeeming value in this piece of crap ought to have their head examined. We have the submissive, heroin-addicted, part-time hooker wife with lacerations all over her body, lacerations received from repeated beatings by an abusive son. Now, she is squirting breast milk all over the kitchen floor, the release so gained somehow akin to Helen Keller placing her hands in running water. We have the husband who starts out by patronizing a prostitute who just happens to be his daughter (she's upset with him because he came too quickly)and ends by murdering his female colleague, having sex with her corpse, and then chopping her up. We have the kid who is relentlessly bullied by his classmates and who comes home and beats his mom. You see, it's all circular. Deep, huh? The only decent moment in this horrendous pile of tripe is when the dad murders his son's tormentors. It's a good thing this turkey was shot on video because otherwise what a waste of expensive film it would be. If that guy who thinks artists ought to be interested in this slop is really serious, no wonder most people think artists are insane. We saw this lousy movie, then put on ""Zero Woman, The Accused."" Oh my God, it was a tossup as to which one was worse. What is going on in Japan these days? Sick, sick, sick.",negative
"When I went to see this documentary on Communist bloc musicals, I was expecting something totally demented, along the lines of a Communist ""Cop Rock."" Some scenes did deliver, including a rousing clip from a Soviet film called ""Tractor Drivers.""<br /><br />You'd think that moviemakers given the task of making ideologically correct musicals that sing, dance and espouse the Party line face insurmountable odds. And yet, one of the surprises of ""East Side Story"" is that some of the films presented actually looked promising. One was a mid-1950s East German effort called ""My Wife Wants to Sing,"" in which, as the title implies, an unhappy hausfrau seeks to launch a singing career over the objections of her traditionally-minded husband.<br /><br />Another genuinely interesting-looking movie, also from East Germany, was called ""Midnight Revue."" In this film-within-a-film, the producers spoof their own creative plight with the story of a group of filmmakers under Party orders to make a musical. (The on-screen filmmakers themselves get to do a musical number about avoiding ""too hot"" subjects very reminiscent in tone of the 1957 movie ""Silk Stockings."")<br /><br />The documentary is marred by somewhat insipid narration, but it's still a lot of fun to watch. (Look for the closing dedication to the person who made it all possible.)",positive
"While ""The Kiss of the Spider Woman"" cast Raul Julia as a political prisoner in an unidentified Latin American country, this time he works for a dictator in a fictional Latin American country. Specifically, the dictator suddenly drops dead, so Julia replaces el presidente with a Broadway actor (Richard Dreyfuss) shooting a movie in the country. From there, Dreyfuss has to figure out how to be a dictator, all the while balancing it with his own life.<br /><br />Is it appropriate to turn the tense situation in Latin America into comedy? Well, ""Moon Over Parador"" does a good job with it. No matter what they do in this movie, they pull it off. It just goes to show why Richard Dreyfuss is one of the greatest actors of our era, and what we lost when Raul Julia died. Definitely worth seeing. Also starring Sonia Braga (who co-starred with Raul Julia in ""TKOTSW""), Jonathan Winters and Sammy Davis Jr.<br /><br />I agree: the first lady is hot.",positive
"My comment would have been added to the RELEASE DATE section, but I couldn't find a place for it. I was really surprised to see that this movie was released in the U.S. in Feb., 1955. I saw it in a ""first run"" theater in Washington, D.C. in March, 1958. Wonder if it was re-released, or some problem? In my opinion, this movie is very light entertainment, but has some classic characters. John McIntyre does a bang-up job as a corrupt judge/entrepreneur/thief. Walter Brennan does basically the same role he did in Red River years earlier. And, in my opinion, James Stewart gives as fine a performance as he ever did. I have seen this movie a half dozen times or more, and never tire of seeing parts of it again. The photography and scenery are splendid, and it offers a remarkable amount of entertainment in one hour and thirty-six minutes.",positive
"A clever, undeniably entertaining romp starring Peter Ustinov as a career embezzler with his sights set on a US conglomerate in London. He's abetted by foxy (and deceptively sharp) Maggie Smith and threatened with exposure by jealous company man Bob Newhart. This is a heist film with a lot of brains. Ustinov is exceptional as is Smith and Newhart is quite funny. The real surprise is Karl Malden, as the pill popping ""executive vice-president."" Malden has seldom been so loose. Cesar Romero and Robert Morley pop up in some funny cameos. The excellent music score is by Laurie Johnson. Eric Till's direction is brisk and the script by Ustinov and Ira Wallach is first-rate & very smart. A swinging good time!",positive
"François Truffaut, Young Jerk of the ""Cahiers du cinema"", main bastion of the coming so-called New Wave, made a big show of hating this film and even accused it of dragging French cinema into mediocrity. Translation: Truffaut, who was terminally repressed sexually, was already jealous of the way Carné could make a huge success of a story that pushed all the right buttons of its audience and actually involved it into something important with all the trappings and seduction of sensuality. In other words, where the general public and many critics saw a perceptive sociological analysis wrapped in a beautiful film, Truffaut saw ""Girls on the Loose"". <br /><br />Carné, after all, had everything that would be severely lacking from the New Wave: intelligence, refinement, humour, a great talent as a storyteller, a great ear for dialogue, dazzling technical brilliance, the capacity to make his actors do what he wanted them to do, and a good dose of good taste. By comparison, Truffaut is a provincial bore with nothing to say.<br /><br />A 50's tragic remake of ""Pride and Prejudice"", the French answer to ""Rebel Without A Cause"", an updated version of ""Children of Paradise"", ""Les Tricheurs"" tells a story of disaffected Parisian youth who have lost their way in an atmosphere of existentialism, sexual liberation and disrespect for traditional and religious values. Some (young) critics perceived Carné's take on the subject as the moralizing slant of an ""older person"", whereas I think what happened, quite to the contrary, is that Carné being gay and knowing a thing or two about repression, felt an untold sympathy for the young iconoclasts in his story. Furthermore, this being a French film, there is no mistaking that the rebellion in question is essentially sexual, something that still had to be decoded in American films like ""Rebel Without a Cause"" and ""The Wild One"".<br /><br />Carné's young people are all supremely beautiful, graceful, elegant, spontaneous and intelligent. They are Gods and Goddesses. They drive the latest Vespas and the right cars. The cut of their suits, dresses and duffle-coats was a high point of the fashions of the last century. Their haircuts are still plastered on the wall of your local hairdresser. Their body shape, which they attained and maintained without effort, is still the modern Western ideal. They listen to the best jazz musicians. They know how to move, how to be sexy and how to make love  even though the pill hasn't yet been invented. They know how to negotiate different social classes and cultures. Unfortunately, they are defined by and live by the code of the gang and their own heartless rituals that exclude sentimentality and make a sin of romantic love. The only thing wrong with them is that their elders don't talk to them and vice-versa. The incidents depicted in this film got a lot of tongues wagging for a long time in France about the amorality and nihilism of youth while still making it a huge public and critical success.<br /><br />This film is so stylish and gorgeous, I suspect the older viewers who watched it wished they could be like the people depicted in the film and quite a few young filmmakers or aspiring filmmakers like Truffaut developed a bad case of jaundice reflecting how they could never conceivably make a film as sexy or popular as this one, although they would be very good at eventually aiming for the nihilistic bits. On the other hand, given a certain clichéd aspect of the script (amorous misunderstanding leading to a medical emergency), one can only wonder at the horribly pious and puritanical mishmash Americans would have extracted from the same basic script if they had dared to tackle the subject.<br /><br />Interestingly, the movie was filmed in the same basic locations as the American musical ""Funny Face"" a year earlier. Where Hollywood saw the picturesque aspects of the Rive Gauche and existentialism, Carné restituted its tragic and ironic dimension. Watch this trailer on YouTube: 19ZkKeoNjPo",positive
"Any movie that shows federal PIGs (Persons In Government) to be the power-mad threats they are in real life has a lot to recommend it to me.<br /><br />Alas, the script supervision and editing and even, at times, the directing are flawed so there will be people who will disparage the whole movie and ignore the good moments.<br /><br />I saw the original way back when it was new and hated it, despised it, loathed it. Thought it was a terrible, irrational piece of junk.<br /><br />Now, though, I don't remember why.<br /><br />I believe the two should not be compared or even connected.<br /><br />Consider them as two different movies.<br /><br />Rate them as two different movies.<br /><br />This ""Vanishing Point"" provides a rallying place, a banner for people who want to encourage individualism, who believe in human rights, who recognize the threat to freedom government can be and is, especially the federal government.<br /><br />""The Voice"" wears a cap bearing the state motto of New Hampshire: ""Live Free or Die."" At one time it would have been the motto of most Americans.<br /><br />Despite its obvious flaws, ""Vanishing Point"" is a film to cheer.",positive
"A lot of people say the end did not make sense, but it did. With the female vampire dead the link to earth was broken and the ship took off, having picked up a lot of Lifeforce from hundreds of thousands of souls. Enough to re-energize those hexagon cells and create new bat creatures. It seems they do not have carnal sex, like vampires of legend. <br /><br />vampire bats from outer space may be ludicrous, but killing them with with a shot to qui force center below the heart is consistent. All you can ask for is consistency. The viewer has to suspend disbelief, even for scifi. <br /><br />The only problem is having to be a sword or stake, not bullets. That puts in a supernatural twist that does not fit with sci-fi. So that is a problem. <br /><br />The only major inconsistency I found is killing the male vampires with the sword, but the soul of the girl and Carlsen go up to the ship. I assume the males souls also went up the ship, but not shown. <br /><br />What about all the humans killed? Do their qui forces (""souls"") go up to the ship as discrete entities, are does all the lifeforce get merged into one, for use as ship sees fit? In other words, all the human souls that went to the ship could be re-incarnated as bat creatures. <br /><br />The basic concept is no more ridiculous than Star Wars ""Force"" or even re-incarnation. <br /><br />This movie was over the top, kitchen sink (Dawn of the Dead meets Alien meets Dracula), but in many ways profound. It was also a beautiful love story. The beginning and end were ethereal. It both began (""what is happening to me"") and ended as a love story. <br /><br />Most of the criticism of the movie is about its being bizarre.So what? Bizarre is an art form. As far as being ludicrous, it all fits. The plague concept is much more interesting and subtle than the Aliens just killing people. Maybe they didn't need Patrick Steward's blood to form an image of the girl, but it was a very far out, surreal, scene. <br /><br />Another reason the movie is hated is because of the end. But the end fits perfectly with the beginning. People are so wrapped up in the nude girl that they miss the movie's core. Its a lover story,from start to finish. It starts with Carlsen and the girl on the alien spaceship and finished same way. So it fits perfectly. Most people are fixated on the hero killing the monster, and this movie did not end that way, which is precisely why I love it. <br /><br />Instead, it has a happy ending, with the 2 of them going back to ship, to be reborn. Way cooler than the hero kills monster end, but that is exactly why it bombed. It was not a straight-up horror or even scifi/horror at all, but a love story, with a beautiful beginning and end. All those souls twinkling on the ship. And the crystal room pulsating with new life. <br /><br />Most people can't deal with a love story that is also Alien meets Dawn of the Dead meets Dracula.",positive
This movie has everything typical horror movies lack. Although some things are far fetched we are dealing with quality snow man engineers. The only preview i can reveal is that i cant wait for Jackzilla. Dare i say oscar winner. This is a perfect date movie. I advise all men for a nice romantic surprise see this movie with that special person.,positive
"Over 21 the film version of the Ruth Gordon play which detailed her experiences trying to keep the marriage together with Garson Kanin after he'd gone in the service provides Irene Dunne with one of her better later roles on the big screen. It's also in keeping with what was then an upbeat spirit in America about how we would not screw up the peace as we did in the first World War and sow the seeds of yet another global conflict.<br /><br />The play Ruth Gordon wrote and starred in herself ran for 221 performances in 1944 on Broadway and was confined simply to the bungalow that Gordon and Harvey Stephens who was the male lead had on a training base. If you look on the Broadway credits list it says that the production was 'staged' by George S. Kaufman as opposed to being directed by him. I'm not sure of the distinction, but I can imagine that with a wit and will as strong as Kaufman's it must have been an interesting period putting the production together before opening night.<br /><br />When Columbia bought the screen rights, Sidney Buchman had to do some considerable script reconstruction to move the action beyond the bungalow. The film bears very little trace of its stage origins.<br /><br />Alexander Knox plays the husband and Charles Coburn the employer of both Dunne and Knox who are writers. Knox has graduated to not only editor, but featured columnist. His words and thoughts help sell the paper and Coburn is in a bind. But Knox feels he has to get into the war, the seminal event of his time in order to speak authoritatively on the kind of post war world he wants. This was not an uncommon theme in those years. <br /><br />Irene Dunne has some good comic moments, the kind she used to have when she was appearing opposite Cary Grant. In fact Garson Kanin directed both of them in My Favorite Wife a few years earlier. Coburn is his usual cantankerous old water buffalo of a boss who ultimately has a good heart.<br /><br />Over 21 was an optimistic picture which sad to say wasn't accurate about what the Allies and I mean all of them could bring to the peace conferences to create a better world. Still hopefully a new generation will get it right.",positive
"this movie is extremely funny and enjoyable,with suitable, funny and experienced casts. I find this movie enjoyable not only by the elements of humor but also the music in various scenes. Kevin Kline, a good comedian has done a good job at being funny in many parts of the film along with Tom Selleck who is amazingly different from many of his other films. The humor within this film are goofy which makes various exaggerations within many scenes, especially the beginning bits. Joan Cusack is also remarkably funny and exaggerated; and the same goes for all the other casts. This film has many elements of goofy humor and is enjoyable if you want to laugh.",positive
"I not only consider this to be the best film that Jon Voight (Midnight Cowboy, Coming Home) has ever done, but a real tribute to teachers.<br /><br />Despite incredible odds, Pat Conroy (Voight) managed to reach a group of students and bring them from nowhere to a basic literacy and awareness of the world. His methods made be criticized by bureaucratic dinosaurs like Mr. Skeffington (Hume Cronyn), but teachers like Conroy will always be winners.<br /><br />Voight really showed that he had a love for teaching and that it was a natural high for him. he didn't overplay the role, and I found him to be totally believable. Voight is Conrack.<br /><br />Besides a love of teaching, we also see another important point in this film. No matter how good you are at your job, if you rock the boat, the bureaucrats will get you.",positive
"This movie is a fantastic movie. Everything about it in my opinion was top notch from the acting to the directing. I know Mr. Garfield was blacklisted in the 1950's but the majority of his other films are on video if not DVD. That being the case,why isn't this one? A friend recorded it off of TCM for me but to have it on DVD would be great. For special features they could have say a Marine historian talk about the battle and if Mr. Schmid's wife or son are still alive they could be interviewed as well. Anyway this is a great movie and I highly recommend it.If it ever is put out hopefully it won't be colorized. Colorizing it would in my opinion just ruin the whole effect of the film. The battle scene was quite realistic as far as a 1945,film would go. Mr. Garfield did a superb job of portraying Mr. Schmid. Some actors might have been tempted to overact the part of Mr.Schmid's disability but I feel he got it just right. I sincerely hope they come out with this movie on DVD someday as a tribute to the courage of Al Schmid and all the other marines who sacrificed so much for us in World War Two.",positive
"The Turner Classic Movie Channel has spent the month of January doing the films of one of my favorite actors, Robert Montgomery. His films are mostly rarely watched these days, except for those that were atypical for most of his career - meaning that the roles that frequently reappear on television are THEY WERE EXPENDABLE, THE LADY IN THE LAKE, JUNE BRIDE, NIGHT MUST FALL, THE SAXON CHARM, RIDE THE PINK HORSE, RAGE IN HEAVEN, THE EARL OF CHICAGO (in short the films he fought to get the roles in because they were not the usual comic fluff he usually appeared in). It's ironic that nowadays when one thinks of Montgomery's career it is the films that were mostly made after 1937 that are pushed - the ones that broke the original image that MGM and Louis B. Mayer pushed. The pity of this is that Montgomery was a gifted comedian, and saved many films from being routine.<br /><br />PETTICOAT FEVER is one such film. Made in 1936 with PICADILLY JIM and TROUBLE FOR TWO it was a banner year of good performances by Montgomery, and helped lead to his being able to convince the powers that be at MGM to allow him to play ""Danny"" in NIGHT MUST FALL the next year.<br /><br />PETTICOAT FEVER is set in Labrador, and Montgomery is a weather station operator there named Dascom Dinsmore. He has been living there for five years, and has not been in the company of a woman (except for Inuit women) for most of that time. He has a girlfriend of sorts named Clara (Winifred Shotter) who he sort of proposed to, but it's been two years since he has heard from her, so that he believes she has given up on him.<br /><br />Dinsmore's world is rocked when Sir James Felton and Irene Campton (Reginald Owen and Myrna Loy) show up. They were flying to Toronto for a business meeting that Felton was to address. Felton is engaged to Campton, but Dinsmore finds her enchanting...and gradually she finds him equally attractive. Certainly the pompous, self-important, and hopelessly inept Felton is no competition (it is a measure of Owen's acting that he keeps the character entertaining even if one finds it hard to believe such a boob is a Canadian captain of industry).<br /><br />There is something surreal about this film - probably due to the original play. While the ""Labrador"" scenery is quite phony looking it does serve it's purpose for the comedy (witness th polar bear sequence). But the height of the surrealism is the dinner Dinsmore serves his guests, a dinner of ""pemmican steaks"", which Owen eats with real gusto. Owen (a minor noble as a baronet) is dressed in normal clothing - a winter suit for the climate). But Montgomery is dressed in his suit of evening dress (as though attending a ball at the embassy). Loy, seeing him dress up, likewise puts on a gown. They are being served by Dinsmore's servant - assistant, the Inuit Kimo (Otto Yamaoka), who is wearing a suit of evening dress too - it turns out that it is Owen's! Owen, who earlier insisted that Dinsmore change into clothing more suitable to his station, is the only person who is improperly dressed for this dinner!! Montgomery was MGM's most elegant actor in a tuxedo or evening dress (Franchot Tone was the his closest rival). It is a toss-up in movie if Montgomery or Fred Astaire was the more elegant figure in such suits. Hard to decide.<br /><br />The course of love does not move smoothly in comedy or drama. Clara shows up (we are tipped off too early about this at the start of the film when we see her on an icebound ship). Will Dinsmore break with Clara? Will Irene break with Felton? The film is funny, and Loy and Montgomery make a nice couple. They had appeared together in one other film, and both were in separate scenes in a second, before this movie. But this would be their last film together.<br /><br />One last interesting point - at the start of the film when the credits are shown, you see illustrations of men and women in comic situations. They are based on the art work of John Held Jr., the great cartoonist/illustrator of the 1920s and 1930s - who was the recorder of the flapper and ""Jazz Age"". It's an unusual choice - as it has absolutely nothing to do with the film's plot or Labrador.",positive
